20.42,4.99,4.99,4.67,12.00,807.53,808.32,-0.02,-0.00,1615851.00
20.49,4.98,4.99,4.67,12.00,801.90,807.16,-0.15,-0.01,1609057.25
20.55,5.00,4.97,4.67,12.00,808.92,798.72,0.28,0.01,1607640.12
20.62,4.99,4.97,4.67,12.00,806.63,801.11,0.15,0.01,1607743.00
20.69,5.00,5.00,4.67,12.00,810.00,810.00,0.00,0.00,1619999.87
20.76,4.98,4.99,4.67,12.00,801.90,806.10,-0.12,-0.01,1607996.25
20.82,4.96,4.98,4.66,12.00,796.79,801.90,-0.14,-0.01,1598692.87
20.89,5.00,4.98,4.65,12.00,810.00,801.90,0.22,0.01,1611899.87
20.96,4.98,4.98,4.68,12.00,801.95,802.68,-0.02,-0.00,1604631.25
21.03,4.97,5.00,4.67,12.00,799.67,810.00,-0.28,-0.01,1609667.00
21.09,5.00,4.96,4.65,12.00,809.56,797.97,0.31,0.01,1607537.12
21.16,5.00,4.98,4.65,12.00,810.00,801.90,0.22,0.01,1611899.87
21.23,4.98,4.99,4.65,12.00,801.90,805.42,-0.10,-0.00,1607323.25
21.30,4.96,4.99,4.65,12.00,797.57,805.31,-0.21,-0.01,1602881.50
21.36,4.97,4.96,4.65,12.00,801.27,798.31,0.08,0.00,1599571.75
21.43,4.99,4.97,4.65,12.00,807.89,800.02,0.22,0.01,1607901.37
21.50,4.99,5.00,4.65,12.00,807.38,808.44,-0.03,-0.00,1615819.25
21.57,4.97,4.98,4.65,12.00,801.88,804.21,-0.07,-0.00,1606088.12
21.63,5.00,4.95,4.65,12.00,810.00,794.22,0.41,0.02,1604219.50
21.70,5.00,4.99,4.65,12.00,810.00,806.02,0.11,0.00,1616017.25
21.77,4.98,5.00,4.65,12.00,801.91,810.00,-0.22,-0.01,1611908.00
21.84,4.98,4.98,4.65,12.00,801.90,802.11,-0.01,-0.00,1604005.75
21.90,4.99,4.98,4.65,12.00,806.87,801.90,0.14,0.01,1608772.25
21.97,4.99,5.00,4.64,12.00,806.90,808.91,-0.06,-0.00,1615803.37
22.04,4.98,5.00,4.64,12.00,802.60,810.00,-0.20,-0.01,1612604.75
22.11,4.98,4.98,4.64,12.00,803.39,801.92,0.04,0.00,1605304.37
22.17,4.97,4.98,4.64,12.00,801.47,801.90,-0.01,-0.00,1603372.37
22.24,5.00,4.96,4.65,12.00,810.00,798.62,0.31,0.01,1608622.00
22.31,4.98,4.99,4.65,12.00,801.90,807.09,-0.14,-0.01,1608994.00
22.38,4.98,4.98,4.65,12.00,801.90,802.72,-0.02,-0.00,1604623.25
